area,building_type,location,num_bath_rooms,num_bed_rooms,price
,Plot,"Shyamoli Housing (2nd Project), Adabor, Dhaka",,,1.7 Crore
3 Beds,Apartment,"Block G, Bashundhara R-A, Dhaka",3 Beds,3 Beds,85 Lakh
3 Beds,Apartment,"Block G/1, Section 2, Mirpur, Dhaka",3 Beds,3 Beds,95 Lakh
3 Beds,Apartment,"Block G/1, Section 2, Mirpur, Dhaka",3 Beds,3 Beds,95 Lakh
3 Beds,Apartment,"9 No. North Pahartali Ward, Chattogram",3 Beds,3 Beds,96 Lakh
3 Beds,Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,49 Lakh
3 Beds,Apartment,"Block D, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.25 Crore
3 Beds,Apartment,"Block G/1, Section 2, Mirpur, Dhaka",3 Beds,3 Beds,1 Crore
3 Beds,Apartment,"Block G, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",3 Beds,3 Beds,90 Lakh
2 Beds,Apartment,"Mohakhali, Dhaka",2 Beds,2 Beds,57 Lakh
3 Beds,Apartment,"Shyamol Chhaya Residential Area, Chadra Nagar, Bayazid, Chattogram",3 Beds,3 Beds,50 Lakh
2 Beds,Apartment,"Mohakhali, Dhaka",2 Beds,2 Beds,55 Lakh
3 Beds,Apartment,"Sector 10, Uttara, Dhaka",3 Beds,3 Beds,91.3 Lakh
2 Beds,Apartment,"Mohakhali, Dhaka",2 Beds,2 Beds,55 Lakh
3 Beds,Apartment,"Bou Bazar, East Hazipara, East Rampura, Rampura, Dhaka",3 Beds,3 Beds,90 Lakh
2 Beds,Apartment,"Rupnagar R/A, Mirpur, Dhaka",2 Beds,2 Beds,48.5 Lakh
3 Beds,Apartment,"Baitul Aman Housing Society, Adabor, Dhaka",3 Beds,3 Beds,95 Lakh
3 Beds,Apartment,"Nasirabad Housing Society, Muradpur, Chattogram",3 Beds,3 Beds,1.7 Crore
3 Beds,Apartment,"Avenue 2, Mirpur DOHS, Mirpur, Dhaka",3 Beds,3 Beds,80.5 Lakh
3 Beds,Apartment,"Mirpur DOHS, Mirpur, Dhaka",3 Beds,3 Beds,2.2 Crore
3 Beds,Apartment,"Dampara, 14 No. Lalkhan Bazaar Ward, Lal Khan Bazaar, Chattogram",3 Beds,3 Beds,92.3 Lakh
3 Beds,Apartment,"West Mollartek, Dakshin Khan, Dhaka",3 Beds,3 Beds,68 Lakh
3 Beds,Apartment,"Block K, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",3 Beds,3 Beds,72.72 Lakh
3 Beds,Apartment,"Uttar Badda, Badda, Dhaka",3 Beds,3 Beds,98 Lakh
3 Beds,Apartment,"East Kazipara, Mirpur, Dhaka",3 Beds,3 Beds,50 Lakh
4 Beds,Apartment,"Nasirabad Housing Society, Muradpur, Chattogram",4 Beds,4 Beds,1.6 Crore
2 Beds,Apartment,"Section 13, Mirpur, Dhaka",2 Beds,2 Beds,45 Lakh
3 Beds,Apartment,"Banani, Dhaka",3 Beds,3 Beds,2 Crore
3 Beds,Apartment,"Senpara Parbata, Section 10, Mirpur, Dhaka",3 Beds,3 Beds,68 Lakh
2 Beds,Apartment,"Janata Housing, Sher- E- Banglanagar, West Agargaon, Agargaon, Dhaka",2 Beds,2 Beds,50 Lakh
3 Beds,Apartment,"Block C, Section 2, Mirpur, Dhaka",3 Beds,3 Beds,1.26 Crore
2 Beds,Apartment,"Block E, Section 12, Mirpur, Dhaka",2 Beds,2 Beds,30 Lakh
3 Beds,Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,50 Lakh
3 Beds,Apartment,"South Badda, Badda, Dhaka",3 Beds,3 Beds,78 Lakh
3 Beds,Apartment,"Katalganj Residential Area, 16 No. Chawk Bazaar Ward, Chattogram",3 Beds,3 Beds,1.35 Crore
4 Beds,Apartment,"Block A, Bashundhara R-A, Dhaka",4 Beds,4 Beds,2.15 Crore
3 Beds,Apartment,"Block C, Banasree, Dhaka",3 Beds,3 Beds,85 Lakh
3 Beds,Apartment,"Block D, Section 15, Mirpur, Dhaka",3 Beds,3 Beds,1.06 Crore
3 Beds,Apartment,"East Nasirabad, Chattogram",3 Beds,3 Beds,1.06 Crore
3 Beds,Apartment,"Block C, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.25 Crore
3 Beds,Apartment,"Baitul Aman Housing Society, Adabor, Dhaka",3 Beds,3 Beds,68 Lakh
2 Beds,Apartment,"Mirpur, Dhaka",2 Beds,2 Beds,42 Lakh
3 Beds,Apartment,"Block G/1, Section 2, Mirpur, Dhaka",3 Beds,3 Beds,1 Crore
3 Beds,Apartment,"Block D, Section 15, Mirpur, Dhaka",3 Beds,3 Beds,1.06 Crore
3 Beds,Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,52 Lakh
3 Beds,Apartment,"Block F, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.4 Crore
3 Beds,Apartment,"Block B, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.5 Crore
4 Beds,Apartment,"O R Nizam Road Residential Area, Nasirabad, 15 No. Bagmoniram Ward, Chattogram",4 Beds,4 Beds,1.85 Crore
3 Beds,Apartment,"Block I, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.65 Crore
3 Beds,Apartment,"Proshanti R/A, 10 No. North Kattali Ward, Chattogram",3 Beds,3 Beds,65 Lakh
3 Beds,Apartment,"Block F, Bashundhara R-A, Dhaka",3 Beds,3 Beds,80 Lakh
3 Beds,Apartment,"Block B, Rahman Nagar, Nasirabad, Bayazid, Chattogram",3 Beds,3 Beds,74 Lakh
3 Beds,Apartment,"Block B, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.85 Crore
3 Beds,Apartment,"Bangla Bazar, Bayazid, Chattogram",3 Beds,3 Beds,39 Lakh
3 Beds,Apartment,"South Badda, Badda, Dhaka",3 Beds,3 Beds,78 Lakh
21 Beds,Building,"Rose Valley Residential Area, 9 No. North Pahartali Ward, Chattogram",21 Beds,21 Beds,10.5 Crore
3 Beds,Apartment,"7 No. West Sholoshohor Ward, Chattogram",3 Beds,3 Beds,63 Lakh
3 Beds,Apartment,"Section 2, Mirpur, Dhaka",3 Beds,3 Beds,95 Lakh
3 Beds,Apartment,"East Nasirabad, Chattogram",3 Beds,3 Beds,95 Lakh
3 Beds,Apartment,"CDA Residential Area, South Agrabad, Double Mooring, Chattogram",3 Beds,3 Beds,65 Lakh
3 Beds,Apartment,"Shyamoli, Dhaka",3 Beds,3 Beds,85 Lakh
3 Beds,Apartment,"Chasma Hill R/A, 7 No. West Sholoshohor Ward, Chattogram",3 Beds,3 Beds,65 Lakh
3 Beds,Apartment,"Block H, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.2 Crore
2 Beds,Apartment,"West Rampura, Rampura, Dhaka",2 Beds,2 Beds,41 Lakh
3 Beds,Apartment,"Sector 10, Uttara, Dhaka",3 Beds,3 Beds,95 Lakh
4 Beds,Apartment,"Block F, Bashundhara R-A, Dhaka",4 Beds,4 Beds,1.6 Crore
3 Beds,Apartment,"Khulshi Hill R/A, North Khulshi, Khulshi, Chattogram",3 Beds,3 Beds,1.15 Crore
3 Beds,Apartment,"Sector 11, Uttara, Dhaka",3 Beds,3 Beds,1.3 Crore
3 Beds,Apartment,"Sector 13, Uttara, Dhaka",3 Beds,3 Beds,1.2 Crore
3 Beds,Apartment,"Block C, Bashundhara R-A, Dhaka",3 Beds,3 Beds,2.2 Crore
2 Beds,Apartment,"Madhya Ajampur, Dakshin Khan, Dhaka",2 Beds,2 Beds,45 Lakh
3 Beds,Apartment,"Block B, Aftab Nagar, Dhaka",3 Beds,3 Beds,80 Lakh
3 Beds,Apartment,"Janata Housing, Sher- E- Banglanagar, West Agargaon, Agargaon, Dhaka",3 Beds,3 Beds,73 Lakh
3 Beds,Apartment,"Sector 3, Uttara, Dhaka",3 Beds,3 Beds,1.46 Crore
3 Beds,Apartment,"Sector 10, Uttara, Dhaka",3 Beds,3 Beds,90 Lakh
3 Beds,Apartment,"East Azampur, Dakshin Khan, Dhaka",3 Beds,3 Beds,50 Lakh
3 Beds,Apartment,"Block C, Bashundhara R-A, Dhaka",3 Beds,3 Beds,2.25 Crore
3 Beds,Apartment,"Gulbag R/A, Star Housing Society, Kulgaon, Bayazid, Chattogram",3 Beds,3 Beds,60 Lakh
3 Beds,Apartment,"Senpara Parbata, Section 10, Mirpur, Dhaka",3 Beds,3 Beds,75 Lakh
3 Beds,Apartment,"PC Culture Housing, Mohammadpur, Dhaka",3 Beds,3 Beds,53 Lakh
2 Beds,Apartment,"Sector 11, Uttara, Dhaka",2 Beds,2 Beds,70 Lakh
2 Beds,Apartment,"Ibrahimpur, Dhaka",2 Beds,2 Beds,58 Lakh
3 Beds,Apartment,"Darussalam, Mirpur, Dhaka",3 Beds,3 Beds,1.3 Crore
3 Beds,Apartment,"9 No. North Pahartali Ward, Chattogram",3 Beds,3 Beds,1.05 Crore
3 Beds,Apartment,"Sector 10, Uttara, Dhaka",3 Beds,3 Beds,1.15 Crore
2 Beds,Apartment,"Block H, Section 2, Mirpur, Dhaka",2 Beds,2 Beds,30 Lakh
3 Beds,Apartment,"South Khulshi, Khulshi, Chattogram",3 Beds,3 Beds,1.35 Crore
4 Beds,Apartment,"Panchlaish Residential Area, 16 No. Chawk Bazaar Ward, Chattogram",4 Beds,4 Beds,1.5 Crore
3 Beds,Apartment,"4 No Chandgaon Ward, Chattogram",3 Beds,3 Beds,42 Lakh
3 Beds,Apartment,"Proshanti R/A, 10 No. North Kattali Ward, Chattogram",3 Beds,3 Beds,66 Lakh
3 Beds,Apartment,"Block D, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.3 Crore
2 Beds,Apartment,"East Kazipara, Mirpur, Dhaka",2 Beds,2 Beds,38 Lakh
4 Beds,Apartment,"15 No. Bagmoniram Ward, Chattogram",4 Beds,4 Beds,1.55 Crore
2 Beds,Apartment,"Section 2, Mirpur, Dhaka",2 Beds,2 Beds,45 Lakh
4 Beds,Apartment,"Muradpur, Chattogram",4 Beds,4 Beds,1.42 Crore
3 Beds,Apartment,"South Badda, Badda, Dhaka",3 Beds,3 Beds,1.6 Crore
3 Beds,Apartment,"Shyamol Chhaya Residential Area, Chadra Nagar, Bayazid, Chattogram",3 Beds,3 Beds,40 Lakh
3 Beds,Apartment,"15 No. Bagmoniram Ward, Chattogram",3 Beds,3 Beds,93 Lakh
2 Beds,Apartment,"Block J, Bashundhara R-A, Dhaka",2 Beds,2 Beds,95 Lakh
3 Beds,Apartment,"Block G, Niketan, Dhaka",3 Beds,3 Beds,2.6 Crore
4 Beds,Apartment,"Block J, Section 3, Mirpur, Dhaka",4 Beds,4 Beds,1.08 Crore
3 Beds,Apartment,"Block I, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.2 Crore
2 Beds,Apartment,"Sector 7, Uttara, Dhaka",2 Beds,2 Beds,40 Thousand
3 Beds,Apartment,"Block I, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.2 Crore
3 Beds,Apartment,"Washpur, Keraniganj, Dhaka",3 Beds,3 Beds,57 Lakh
3 Beds,Apartment,"Sector 7, Uttara, Dhaka",3 Beds,3 Beds,1.25 Crore
2 Beds,Apartment,"Rupnagar R/A, Mirpur, Dhaka",2 Beds,2 Beds,38 Lakh
2 Beds,Apartment,"East Shewrapara, Mirpur, Dhaka",2 Beds,2 Beds,78 Lakh
2 Beds,Apartment,"East Shewrapara, Mirpur, Dhaka",2 Beds,2 Beds,78 Lakh
3 Beds,Apartment,"Block G, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.82 Crore
3 Beds,Apartment,"Block G, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.85 Crore
3 Beds,Apartment,"Block G, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.85 Crore
3 Beds,Apartment,"Block G, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.82 Crore
3 Beds,Apartment,"Block G, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.9 Crore
3 Beds,Apartment,"Block G, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.82 Crore
3 Beds,Apartment,"Sector 2, Block D, Aftab Nagar, Dhaka",3 Beds,3 Beds,1.2 Crore
3 Beds,Apartment,"Priyanka Runway City, Bawnia, Turag, Dhaka",3 Beds,3 Beds,1.1 Crore
3 Beds,Apartment,"Avenue 6, Mirpur DOHS, Mirpur, Dhaka",3 Beds,3 Beds,1 Crore
21 Beds,Building,"Block D Extension, Banasree, Dhaka",21 Beds,21 Beds,8.62 Crore
3 Beds,Apartment,"Block D, Bashundhara R-A, Dhaka",3 Beds,3 Beds,2.4 Crore
3 Beds,Apartment,"Bonolota Abashik Elaka, West Agargaon, Agargaon, Dhaka",3 Beds,3 Beds,70 Lakh
4 Beds,Apartment,"Block I, Bashundhara R-A, Dhaka",4 Beds,4 Beds,2.55 Crore
,Plot,"Keraniganj, Dhaka",,,45 Lakh
4 Beds,Apartment,"Block I, Bashundhara R-A, Dhaka",4 Beds,4 Beds,2.49 Crore
4 Beds,Apartment,"Block I, Bashundhara R-A, Dhaka",4 Beds,4 Beds,2.23 Crore
4 Beds,Apartment,"Block I, Bashundhara R-A, Dhaka",4 Beds,4 Beds,2.49 Crore
3 Beds,Apartment,"Shiddheswari, Dhaka",3 Beds,3 Beds,1.5 Crore
3 Beds,Apartment,"Vashantek, Cantonment, Dhaka",3 Beds,3 Beds,70 Lakh
3 Beds,Apartment,"Kallyanpur, Mirpur, Dhaka",3 Beds,3 Beds,75 Lakh
3 Beds,Apartment,"Dakkhin Paikpara, Paikpara, Mirpur, Dhaka",3 Beds,3 Beds,70 Lakh
3 Beds,Apartment,"Block G, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.45 Crore
4 Beds,Apartment,"Sector 3, Uttara, Dhaka",4 Beds,4 Beds,2.15 Crore
3 Beds,Apartment,"Block G, Niketan, Dhaka",3 Beds,3 Beds,2.6 Crore
2 Beds,Apartment,"Mirpur, Dhaka",2 Beds,2 Beds,55 Lakh
3 Beds,Apartment,"Kajla, Jatra Bari, Dhaka",3 Beds,3 Beds,80 Lakh
4 Beds,Apartment,"Block C, Aftab Nagar, Dhaka",4 Beds,4 Beds,1.65 Crore
3 Beds,Apartment,"Block G, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.15 Crore
3 Beds,Apartment,"Gulbag, Malibagh, Dhaka",3 Beds,3 Beds,57 Lakh
3 Beds,Apartment,"Gulbag, Malibagh, Dhaka",3 Beds,3 Beds,80 Lakh
3 Beds,Apartment,"Gulbag, Malibagh, Dhaka",3 Beds,3 Beds,77 Lakh
3 Beds,Apartment,"Block F, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.1 Crore
3 Beds,Apartment,"Shyamoli, Dhaka",3 Beds,3 Beds,1.2 Crore
3 Beds,Apartment,"Shegunbagicha, Dhaka",3 Beds,3 Beds,2.1 Crore
2 Beds,Apartment,"Rupnagar R/A, Mirpur, Dhaka",2 Beds,2 Beds,38 Lakh
3 Beds,Apartment,"Bonolota Abashik Elaka, West Agargaon, Agargaon, Dhaka",3 Beds,3 Beds,70 Lakh
2 Beds,Apartment,"Chadra Nagar, Bayazid, Chattogram",2 Beds,2 Beds,50 Lakh
2 Beds,Apartment,"Chadra Nagar, Bayazid, Chattogram",2 Beds,2 Beds,50 Lakh
3 Beds,Apartment,"Avenue 3, Mirpur DOHS, Mirpur, Dhaka",3 Beds,3 Beds,2.25 Crore
3 Beds,Apartment,"7 No. West Sholoshohor Ward, Chattogram",3 Beds,3 Beds,80 Lakh
3 Beds,Apartment,"Block B, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.3 Crore
3 Beds,Apartment,"Block D, Mansurabad Housing Society, Adabor, Dhaka",3 Beds,3 Beds,95 Lakh
3 Beds,Apartment,"7 No. West Sholoshohor Ward, Chattogram",3 Beds,3 Beds,70 Lakh
4 Beds,Apartment,"Block C, Aftab Nagar, Dhaka",4 Beds,4 Beds,1.65 Crore
3 Beds,Apartment,"West Malibag, Malibagh, Dhaka",3 Beds,3 Beds,1.22 Crore
3 Beds,Apartment,"Block J, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.1 Crore
3 Beds,Apartment,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",3 Beds,3 Beds,48 Lakh
2 Beds,Apartment,"Mirpur, Dhaka",2 Beds,2 Beds,60 Lakh
3 Beds,Apartment,"Block C, Section 6, Mirpur, Dhaka",3 Beds,3 Beds,1.1 Crore
2 Beds,Apartment,"Dakkhin Paikpara, Mirpur, Dhaka",2 Beds,2 Beds,60 Lakh
4 Beds,Apartment,"Block C, Aftab Nagar, Dhaka",4 Beds,4 Beds,1.65 Crore
4 Beds,Apartment,"Gulshan 2, Gulshan, Dhaka",4 Beds,4 Beds,7.2 Crore
3 Beds,Apartment,"Sector 11, Uttara, Dhaka",3 Beds,3 Beds,2 Crore
3 Beds,Apartment,"Sector 11, Uttara, Dhaka",3 Beds,3 Beds,2 Crore
4 Beds,Apartment,"Bashundhara R-A, Dhaka",4 Beds,4 Beds,2.2 Crore
3 Beds,Apartment,"Block E, Section 6, Mirpur, Dhaka",3 Beds,3 Beds,1.08 Crore
3 Beds,Apartment,"Block D, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.18 Crore
3 Beds,Apartment,"Block F, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.8 Crore
3 Beds,Apartment,"Block E, Section 6, Mirpur, Dhaka",3 Beds,3 Beds,1.08 Crore
3 Beds,Apartment,"Block E, Aftab Nagar, Dhaka",3 Beds,3 Beds,85 Lakh
3 Beds,Apartment,"1st Colony, Mirpur, Dhaka",3 Beds,3 Beds,80 Lakh
3 Beds,Apartment,"Nayatola, Maghbazar, Dhaka",3 Beds,3 Beds,73 Lakh
3 Beds,Apartment,"Block H, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.25 Crore
4 Beds,Apartment,"Block H, Bashundhara R-A, Dhaka",4 Beds,4 Beds,2.7 Crore
3 Beds,Apartment,"Block A, Bashundhara Riverview, South Keraniganj, Keraniganj, Dhaka",3 Beds,3 Beds,60 Lakh
3 Beds,Apartment,"Block D, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.7 Crore
3 Beds,Apartment,"West Khulshi R/A, 9 No. North Pahartali Ward, Chattogram",3 Beds,3 Beds,92 Lakh
3 Beds,Apartment,"Block K, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.6 Crore
3 Beds,Apartment,"Kallyanpur, Mirpur, Dhaka",3 Beds,3 Beds,80 Lakh
3 Beds,Apartment,"Muslim Nagar, South Matuail, Matuail, Demra, Dhaka",3 Beds,3 Beds,65 Lakh
,Plot,"Keraniganj, Dhaka",,,33 Lakh
4 Beds,Apartment,"Kallyanpur, Mirpur, Dhaka",4 Beds,4 Beds,1.9 Crore
3 Beds,Apartment,"Section 6, Mirpur, Dhaka",3 Beds,3 Beds,90 Lakh
3 Beds,Apartment,"Section 2, Mirpur, Dhaka",3 Beds,3 Beds,80 Lakh
3 Beds,Apartment,"Block F, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.8 Crore
,Plot,"Bashundhara R-A, Dhaka",,,2.34 Crore
3 Beds,Apartment,"Section 2, Mirpur, Dhaka",3 Beds,3 Beds,65 Lakh
,Plot,"Keraniganj, Dhaka",,,45 Lakh
3 Beds,Apartment,"Sector 2, Block E, Aftab Nagar, Dhaka",3 Beds,3 Beds,1 Crore
3 Beds,Apartment,"Block D, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.5 Crore
4 Beds,Apartment,"Bashundhara R-A, Dhaka",4 Beds,4 Beds,1.9 Crore
3 Beds,Apartment,"Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.4 Crore
3 Beds,Apartment,"Dhanmondi, Dhaka",3 Beds,3 Beds,4.9 Crore
2 Beds,Apartment,"East Jurain, Jurain, Shyampur, Dhaka",2 Beds,2 Beds,40 Lakh
3 Beds,Apartment,"North Bashabo, Bashabo, Dhaka",3 Beds,3 Beds,1.13 Crore
2 Beds,Apartment,"Senpara Parbata, Section 10, Mirpur, Dhaka",2 Beds,2 Beds,56 Lakh
4 Beds,Apartment,"Shantibag, Malibagh, Dhaka",4 Beds,4 Beds,1.55 Crore
3 Beds,Apartment,"Block I, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.8 Crore
3 Beds,Apartment,"Uttar Badda, Badda, Dhaka",3 Beds,3 Beds,68 Lakh
3 Beds,Apartment,"Sector 11, Uttara, Dhaka",3 Beds,3 Beds,1.85 Crore
3 Beds,Apartment,"Shiddheswari, Dhaka",3 Beds,3 Beds,99.88 Lakh
3 Beds,Apartment,"Shiddheswari, Dhaka",3 Beds,3 Beds,1.45 Crore
2 Beds,Apartment,"Block J, Banasree, Dhaka",2 Beds,2 Beds,55 Lakh
3 Beds,Apartment,"Block I, Bashundhara R-A, Dhaka",3 Beds,3 Beds,90 Lakh
3 Beds,Apartment,"Block F, Bashundhara R-A, Dhaka",3 Beds,3 Beds,80 Lakh
3 Beds,Apartment,"Ibrahimpur, Dhaka",3 Beds,3 Beds,95 Lakh
3 Beds,Apartment,"North Shahjahanpur, Dhaka",3 Beds,3 Beds,90 Lakh
3 Beds,Apartment,"Section 10, Mirpur, Dhaka",3 Beds,3 Beds,77 Lakh
3 Beds,Apartment,"Kafrul, Dhaka",3 Beds,3 Beds,1 Crore
3 Beds,Apartment,"North Bashabo, Bashabo, Dhaka",3 Beds,3 Beds,1.15 Crore
2 Beds,Apartment,"West Shewrapara, Mirpur, Dhaka",2 Beds,2 Beds,32 Lakh
3 Beds,Apartment,"Block F, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.8 Crore
3 Beds,Apartment,"Dhanmondi, Dhaka",3 Beds,3 Beds,4.9 Crore
3 Beds,Apartment,"Polashpur, East Doniya, Doniya, Shyampur, Dhaka",3 Beds,3 Beds,80 Lakh
4 Beds,Apartment,"Block A, Bashundhara R-A, Dhaka",4 Beds,4 Beds,2 Crore
3 Beds,Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,85 Lakh
3 Beds,Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,85 Lakh
3 Beds,Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,82 Lakh
3 Beds,Apartment,"Jalalabad Housing Society, West Khulshi, 9 No. North Pahartali Ward, Chattogram",3 Beds,3 Beds,95 Lakh
3 Beds,Apartment,"North Bashabo, Bashabo, Dhaka",3 Beds,3 Beds,1.13 Crore
3 Beds,Apartment,"Joar Sahara, Dhaka",3 Beds,3 Beds,75 Lakh
3 Beds,Apartment,"Senpara Parbata, Section 10, Mirpur, Dhaka",3 Beds,3 Beds,62 Lakh
3 Beds,Apartment,"Block A, Aftab Nagar, Dhaka",3 Beds,3 Beds,1.24 Crore
3 Beds,Apartment,"Block A, Aftab Nagar, Dhaka",3 Beds,3 Beds,1.24 Crore
3 Beds,Apartment,"Joar Sahara, Dhaka",3 Beds,3 Beds,75 Lakh
2 Beds,Apartment,"Uttar Badda, Badda, Dhaka",2 Beds,2 Beds,62 Lakh
3 Beds,Apartment,"Pallabi, Mirpur, Dhaka",3 Beds,3 Beds,95 Lakh
3 Beds,Apartment,"Pallabi, Mirpur, Dhaka",3 Beds,3 Beds,95 Lakh
3 Beds,Apartment,"7 No. West Sholoshohor Ward, Chattogram",3 Beds,3 Beds,1.1 Crore
3 Beds,Apartment,"7 No. West Sholoshohor Ward, Chattogram",3 Beds,3 Beds,95 Lakh
2 Beds,Apartment,"Block D, Section 2, Mirpur, Dhaka",2 Beds,2 Beds,55 Lakh
2 Beds,Apartment,"Block D, Section 2, Mirpur, Dhaka",2 Beds,2 Beds,55 Lakh
3 Beds,Apartment,"North Ibrahimpur, Ibrahimpur, Dhaka",3 Beds,3 Beds,85 Lakh
3 Beds,Apartment,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",3 Beds,3 Beds,85 Lakh
3 Beds,Apartment,"Senpara Parbata, Section 10, Mirpur, Dhaka",3 Beds,3 Beds,83 Lakh
3 Beds,Apartment,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",3 Beds,3 Beds,85 Lakh
3 Beds,Apartment,"Senpara Parbata, Section 10, Mirpur, Dhaka",3 Beds,3 Beds,78 Lakh
3 Beds,Apartment,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",3 Beds,3 Beds,85 Lakh
3 Beds,Apartment,"South Pirerbag, Pirerbag, Mirpur, Dhaka",3 Beds,3 Beds,75 Lakh
3 Beds,Apartment,"Badda, Dhaka",3 Beds,3 Beds,95 Lakh
3 Beds,Apartment,"Mehidibag, 15 No. Bagmoniram Ward, Chattogram",3 Beds,3 Beds,1 Crore
3 Beds,Apartment,"Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.4 Crore
3 Beds,Apartment,"Block I, Bashundhara R-A, Dhaka",3 Beds,3 Beds,95 Lakh
,Plot,"Uttara, Dhaka",,,3.7 Crore
3 Beds,Apartment,"East Kazipara, Mirpur, Dhaka",3 Beds,3 Beds,68 Lakh
3 Beds,Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,45 Lakh
3 Beds,Apartment,"East Kazipara, Mirpur, Dhaka",3 Beds,3 Beds,65 Lakh
3 Beds,Apartment,"Block G, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.75 Crore
3 Beds,Apartment,"Hatirpool, Dhaka",3 Beds,3 Beds,1.21 Crore
3 Beds,Apartment,"Pirerbag, Mirpur, Dhaka",3 Beds,3 Beds,75 Lakh
3 Beds,Apartment,"Sector 7, Uttara, Dhaka",3 Beds,3 Beds,2.3 Crore
3 Beds,Apartment,"Dhanmondi, Dhaka",3 Beds,3 Beds,4.35 Crore
3 Beds,Apartment,"7 No. West Sholoshohor Ward, Chattogram",3 Beds,3 Beds,1 Crore
3 Beds,Apartment,"7 No. West Sholoshohor Ward, Chattogram",3 Beds,3 Beds,1.2 Crore
3 Beds,Apartment,"7 No. West Sholoshohor Ward, Chattogram",3 Beds,3 Beds,1.15 Crore
3 Beds,Apartment,"Matuail, Demra, Dhaka",3 Beds,3 Beds,56 Lakh
3 Beds,Apartment,"Mohammadpur, Dhaka",3 Beds,3 Beds,1.7 Crore
2 Beds,Apartment,"Mirpur, Dhaka",2 Beds,2 Beds,60 Lakh
3 Beds,Apartment,"Matuail, Demra, Dhaka",3 Beds,3 Beds,45 Lakh
3 Beds,Apartment,"North Bashabo, Bashabo, Dhaka",3 Beds,3 Beds,1.13 Crore
3 Beds,Apartment,"West Shewrapara, Mirpur, Dhaka",3 Beds,3 Beds,72 Lakh
3 Beds,Apartment,"Block D, Section 10, Mirpur, Dhaka",3 Beds,3 Beds,60 Lakh
3 Beds,Apartment,"West Shewrapara, Mirpur, Dhaka",3 Beds,3 Beds,72 Lakh
3 Beds,Apartment,"Rampura, Dhaka",3 Beds,3 Beds,62 Lakh
3 Beds,Apartment,"Block E, Section 11, Mirpur, Dhaka",3 Beds,3 Beds,70 Lakh
3 Beds,Apartment,"Khulshi, Chattogram",3 Beds,3 Beds,95 Lakh
2 Beds,Apartment,"Dhanmondi, Dhaka",2 Beds,2 Beds,4.35 Crore
3 Beds,Apartment,"South Monipur, Mirpur, Dhaka",3 Beds,3 Beds,65 Lakh
3 Beds,Apartment,"Lalkuthi, Mirpur, Dhaka",3 Beds,3 Beds,60 Lakh
3 Beds,Apartment,"1st Colony, Mirpur, Dhaka",3 Beds,3 Beds,75 Lakh
3 Beds,Apartment,"Lalkuthi, Mirpur, Dhaka",3 Beds,3 Beds,60 Lakh
